K,TDC33,T0655,10,3,NA,6:43,35,0
R,TDC33,T0655,10,3,1,6:43,80,10
P,TDC33,T0655,10,3,1,6:17,67,10
P,TDC33,T0655,10,3,2,5:36,72,15
P,TDC33,T0655,10,3,3,5:00,60,3
PP,TDC33,T0655,10,3,4,4:27,67,10
R,T0655,TDC33,-10,3,1,4:15,73,10
R,T0655,TDC33,-10,3,1,3:43,61,10
R,T0655,TDC33,-10,3,2,2:59,56,5
P,T0655,TDC33,-10,3,3,2:15,57,6
P,T0655,TDC33,-10,3,1,1:31,45,10
R,T0655,TDC33,-10,3,1,1:14,19,10
P,T0655,TDC33,-10,3,2,0:32,14,5
R,T0655,TDC33,-10,4,1,15:00,8,8
P,T0655,TDC33,-10,4,2,14:19,8,8
P,T0655,TDC33,-10,4,1,13:30,1,1
R,T0655,TDC33,-10,4,2,13:25,1,1
R,T0655,TDC33,-10,4,3,12:22,5,5
F,T0655,TDC33,-7,4,4,11:42,6,6
K,TDC33,T0655,7,4,NA,11:39,35,0
P,TDC33,T0655,7,4,1,11:34,79,10
P,TDC33,T0655,7,4,1,11:05,27,10
R,TDC33,T0655,7,4,2,11:00,27,10
P,TDC33,T0655,7,4,3,10:21,22,5
R,TDC33,T0655,7,4,1,10:03,1,1
P,TDC33,T0655,7,4,2,9:28,1,1
P,TDC33,T0655,13,4,3,9:24,1,1
K,T0655,TDC33,-14,4,NA,9:20,40,0
R,T0655,TDC33,-14,4,1,9:20,80,10
P,T0655,TDC33,-14,4,2,8:44,73,3
P,T0655,TDC33,-14,4,3,8:40,73,3
PP,T0655,TDC33,-14,4,4,8:36,73,3
R,TDC33,T0655,14,4,1,8:29,74,10
P,TDC33,T0655,14,4,2,7:58,76,12
P,TDC33,T0655,14,4,3,7:52,76,12
PP,TDC33,T0655,14,4,4,7:36,81,17
P,T0655,TDC33,-14,4,1,7:29,64,10
P,T0655,TDC33,-14,4,1,7:09,46,10
R,TDC33,T0655,14,4,1,7:00,93,10
R,TDC33,T0655,14,4,1,6:03,84,10
P,TDC33,T0655,14,4,2,5:22,83,9
R,TDC33,T0655,14,4,1,4:39,73,10
R,TDC33,T0655,14,4,2,3:55,70,7
P,TDC33,T0655,14,4,3,3:13,67,4
PP,TDC33,T0655,14,4,4,3:09,67,4
P,T0655,TDC33,-14,4,1,2:59,70,10
P,T0655,TDC33,-14,4,2,2:52,70,10
P,T0655,TDC33,-14,4,3,2:18,61,1
P,T0655,TDC33,-14,4,1,2:00,54,10
P,T0655,TDC33,-14,4,2,1:55,54,10
P,T0655,TDC33,-14,4,3,1:27,52,8
P,T0655,TDC33,-14,4,1,1:10,49,20
P,T0655,TDC33,-14,4,2,0:36,56,27
P,T0655,TDC33,-14,4,3,0:27,38,9
P,T0655,TDC33,-14,4,4,0:22,38,9
P,T0655,TDC33,-14,4,1,0:11,22,10
P,T0655,TDC33,-8,4,1,0:07,11,10
OK,TDC33,T0655,7,4,NA,0:02,35,0
K,T687F,T79CB,0,1,NA,15:00,35,0
R,T687F,T79CB,0,1,1,14:59,80,10
R,T687F,T79CB,0,1,2,14:26,77,7
P,T687F,T79CB,0,1,1,14:01,55,10
R,T687F,T79CB,0,1,2,13:37,47,2
P,T687F,T79CB,0,1,1,12:59,43,10
P,T687F,T79CB,0,1,2,12:17,37,4
P,T687F,T79CB,0,1,3,12:11,37,4
R,T687F,T79CB,0,1,1,11:33,12,10
P,T687F,T79CB,0,1,2,10:44,13,11
P,T687F,T79CB,0,1,3,10:16,8,6
F,T687F,T79CB,3,1,4,9:32,10,8
K,T79CB,T687F,-3,1,NA,9:28,35,0
R,T79CB,T687F,-3,1,1,9:21,61,10
R,T79CB,T687F,-3,1,2,8:49,59,8
P,T79CB,T687F,-3,1,3,8:08,54,3
PP,T79CB,T687F,-3,1,4,8:04,54,3
R,T687F,T79CB,3,1,1,7:55,80,10
P,T687F,T79CB,3,1,2,7:12,79,9
R,T687F,T79CB,3,1,1,6:48,70,10
P,T687F,T79CB,3,1,2,6:00,69,9
P,T687F,T79CB,3,1,3,5:55,69,9
PP,T687F,T79CB,3,1,4,5:32,79,19
P,T79CB,T687F,-3,1,1,5:25,77,10
R,T79CB,T687F,-3,1,1,4:53,57,10
P,T79CB,T687F,-3,1,2,4:19,56,9
R,T79CB,T687F,-3,1,1,3:36,47,10
R,T79CB,T687F,-3,1,1,3:05,31,10
P,T79CB,T687F,-3,1,2,2:30,27,6
R,T79CB,T687F,-3,1,3,2:06,22,1
P,T79CB,T687F,-3,1,1,1:37,20,10
P,T79CB,T687F,-3,1,2,1:30,20,10
P,T79CB,T687F,3,1,3,0:50,13,3
K,T687F,T79CB,-4,1,NA,0:43,35,0
R,T687F,T79CB,-4,1,1,0:43,80,10
R,T687F,T79CB,-4,2,2,15:00,78,8
R,T687F,T79CB,-4,2,3,14:16,73,3
R,T687F,T79CB,-4,2,1,13:44,65,10
R,T687F,T79CB,-4,2,1,12:58,54,10
P,T687F,T79CB,-4,2,2,12:12,46,2
P,T687F,T79CB,-4,2,3,12:08,46,2
R,T687F,T79CB,-4,2,1,11:14,37,5
P,T687F,T79CB,-4,2,1,10:27,14,10
R,T687F,T79CB,-4,2,2,10:22,14,10
P,T687F,T79CB,-4,2,3,9:39,9,5
R,T687F,T79CB,-4,2,4,9:29,5,1
P,T687F,T79CB,-4,2,1,8:45,4,4
R,T687F,T79CB,-4,2,2,8:33,4,4
R,T687F,T79CB,2,2,3,7:54,1,1
K,T79CB,T687F,-3,2,NA,7:49,35,0
R,T79CB,T687F,-3,2,1,7:49,80,10
P,T79CB,T687F,-3,2,2,7:13,73,3
P,T79CB,T687F,-3,2,3,7:07,73,3
P,T79CB,T687F,-3,2,1,6:49,70,10
P,T79CB,T687F,-3,2,2,6:15,66,6
P,T79CB,T687F,-3,2,1,5:51,32,10
R,T79CB,T687F,-3,2,1,5:12,11,10
R,T79CB,T687F,-3,2,2,4:20,18,17
P,T79CB,T687F,-3,2,3,3:17,29,28
F,T79CB,T687F,0,2,4,2:36,19,18
K,T687F,T79CB,0,2,NA,2:32,35,0
R,T687F,T79CB,0,2,1,2:25,79,10
R,T687F,T79CB,0,2,2,2:00,75,6
R,T687F,T79CB,0,2,3,1:55,72,3
P,T687F,T79CB,0,2,1,1:29,64,10
P,T687F,T79CB,0,2,2,1:24,59,5
R,T687F,T79CB,0,2,3,1:16,59,5
P,T687F,T79CB,0,2,1,1:08,47,10
R,T687F,T79CB,0,2,2,1:04,47,10
P,T687F,T79CB,0,2,3,0:34,41,4
SP,T687F,T79CB,0,2,1,0:18,32,10
P,T687F,T79CB,0,2,2,0:18,32,10
F,T687F,T79CB,3,2,3,0:13,32,10
K,T79CB,T687F,-3,2,NA,0:08,35,0
QK,T79CB,T687F,-3,2,1,0:05,79,10
K,T79CB,T687F,-3,3,NA,15:00,35,0
R,T79CB,T687F,-3,3,1,14:54,59,10
P,T79CB,T687F,-3,3,1,14:12,48,10
R,T79CB,T687F,-3,3,2,13:48,46,8
P,T79CB,T687F,-3,3,1,13:07,31,10
P,T79CB,T687F,-3,3,1,12:44,6,6
P,T79CB,T687F,3,3,2,11:59,1,1
K,T687F,T79CB,-4,3,NA,11:56,35,0
R,T687F,T79CB,-4,3,1,11:51,82,10
R,T687F,T79CB,-4,3,1,11:35,75,10
R,T687F,T79CB,-4,3,2,10:57,73,8
P,T687F,T79CB,-4,3,3,10:16,74,9
R,T687F,T79CB,-4,3,1,9:30,62,10
R,T687F,T79CB,-4,3,1,8:49,42,10
R,T687F,T79CB,-4,3,2,8:07,37,5
P,T687F,T79CB,-4,3,3,7:28,35,3
R,T687F,T79CB,-4,3,1,6:34,33,20
P,T687F,T79CB,-4,3,2,5:48,31,18
R,T687F,T79CB,-4,3,3,5:42,31,18
F,T687F,T79CB,-1,3,4,5:02,26,13
K,T79CB,T687F,1,3,NA,4:57,35,0
R,T79CB,T687F,1,3,1,4:50,78,10
R,T79CB,T687F,1,3,2,3:50,75,7
P,T79CB,T687F,1,3,3,2:43,76,8
R,T79CB,T687F,1,3,1,2:21,67,10
R,T79CB,T687F,1,3,2,1:36,65,8
R,T79CB,T687F,1,3,3,1:01,61,4
P,T79CB,T687F,1,3,1,0:25,49,10
R,T79CB,T687F,1,3,2,0:20,49,10
P,T79CB,T687F,1,4,3,15:00,50,11
R,T79CB,T687F,1,4,4,14:31,40,1
R,T79CB,T687F,1,4,1,13:49,37,10
R,T79CB,T687F,1,4,1,13:11,22,10
R,T79CB,T687F,1,4,2,12:30,21,9
R,T79CB,T687F,1,4,3,11:47,16,4
R,T79CB,T687F,1,4,1,11:15,11,10
P,T79CB,T687F,7,4,2,10:32,5,4
K,T687F,T79CB,-8,4,NA,10:26,35,0
R,T687F,T79CB,-8,4,1,10:26,80,10
R,T687F,T79CB,-8,4,1,9:45,69,10
P,T687F,T79CB,-8,4,2,9:04,66,7
P,T687F,T79CB,-8,4,3,9:00,66,7
P,T687F,T79CB,-8,4,1,8:37,16,10
P,T687F,T79CB,-8,4,1,8:14,6,6
P,T687F,T79CB,-8,4,2,7:51,2,2
P,T687F,T79CB,-8,4,3,7:48,2,2
P,T687F,T79CB,-8,4,4,7:42,2,2
P,T79CB,T687F,8,4,1,7:38,98,10
R,T79CB,T687F,8,4,2,7:02,92,4
P,T79CB,T687F,8,4,3,6:23,91,3
PP,T79CB,T687F,8,4,4,6:15,91,3
R,T687F,T79CB,-8,4,1,6:05,41,10
R,T687F,T79CB,-8,4,2,5:08,38,7
P,T687F,T79CB,-8,4,3,4:30,38,7
P,T687F,T79CB,-8,4,1,3:55,29,10
R,T79CB,T687F,8,4,1,3:41,48,10
R,T79CB,T687F,8,4,2,2:56,42,4
R,T79CB,T687F,8,4,1,2:12,37,10
R,T79CB,T687F,14,4,1,1:59,2,2
K,T687F,T79CB,-15,4,NA,1:55,35,0
P,T687F,T79CB,-15,4,1,1:50,72,10
P,T687F,T79CB,-15,4,1,1:31,55,10
P,T687F,T79CB,-15,4,1,1:21,26,10
P,T687F,T79CB,-15,4,2,1:16,26,10
P,T687F,T79CB,-15,4,3,1:11,26,10
P,T687F,T79CB,-9,4,4,0:42,24,8
OK,T79CB,T687F,8,4,NA,0:34,35,0
QK,T79CB,T687F,8,4,1,0:33,46,10
K,T7A23,T6627,0,1,NA,15:00,35,0
R,T7A23,T6627,0,1,1,14:35,75,5
P,T7A23,T6627,0,1,2,13:55,71,1
P,T7A23,T6627,0,1,1,13:18,58,10
R,T7A23,T6627,0,1,2,12:50,49,1
R,T7A23,T6627,0,1,1,12:15,45,10
P,T7A23,T6627,0,1,2,11:32,43,8
P,T7A23,T6627,0,1,3,11:28,43,8
PP,T7A23,T6627,0,1,4,11:23,43,8
P,T6627,T7A23,0,1,1,11:14,93,10
R,T7A23,T6627,0,1,1,11:04,13,10
P,T7A23,T6627,6,1,2,10:27,10,7
K,T6627,T7A23,-7,1,NA,10:22,35,0
R,T6627,T7A23,-7,1,1,10:22,80,10
P,T6627,T7A23,-7,1,2,9:45,77,7
R,T6627,T7A23,-7,1,1,9:34,58,10
P,T6627,T7A23,-7,1,1,9:11,47,10
P,T6627,T7A23,-7,1,2,9:04,47,10
P,T6627,T7A23,-7,1,3,8:59,47,10
PP,T6627,T7A23,-7,1,4,8:50,47,10
R,T7A23,T6627,7,1,1,8:40,83,10
P,T7A23,T6627,7,1,2,8:08,86,13
P,T7A23,T6627,7,1,3,8:04,86,13
R,T7A23,T6627,7,1,1,7:23,69,10
P,T7A23,T6627,7,1,2,6:41,64,5
P,T7A23,T6627,7,1,1,6:02,54,10
R,T7A23,T6627,7,1,2,5:21,46,2
P,T7A23,T6627,13,1,1,4:39,42,10
K,T6627,T7A23,-14,1,NA,4:28,35,0
P,T6627,T7A23,-14,1,1,4:28,80,10
R,T6627,T7A23,-14,1,2,4:02,74,4
P,T6627,T7A23,-14,1,3,3:28,72,2
R,T6627,T7A23,-14,1,1,3:01,57,10
P,T6627,T7A23,-14,1,1,2:29,36,10
P,T6627,T7A23,-14,1,1,1:55,17,10
R,T6627,T7A23,-14,1,1,1:33,2,2
P,T6627,T7A23,-8,1,2,0:51,4,4
K,T7A23,T6627,8,1,NA,0:46,35,0
P,T7A23,T6627,8,1,1,0:39,75,10
R,T7A23,T6627,8,2,1,15:00,64,10
P,T7A23,T6627,8,2,2,14:19,55,1
R,T7A23,T6627,8,2,1,13:55,37,10
P,T7A23,T6627,8,2,2,13:21,35,8
R,T7A23,T6627,8,2,1,12:44,22,10
P,T7A23,T6627,8,2,1,11:58,12,10
P,T7A23,T6627,8,2,2,11:17,10,8
P,T7A23,T6627,8,2,3,10:33,9,7
F,T7A23,T6627,11,2,4,10:29,9,7
K,T6627,T7A23,-11,2,NA,10:26,35,0
R,T6627,T7A23,-11,2,1,10:26,80,10
R,T6627,T7A23,-11,2,2,9:50,78,8
P,T6627,T7A23,-11,2,3,9:13,77,7
PP,T6627,T7A23,-11,2,4,9:07,77,7
P,T7A23,T6627,11,2,1,8:52,52,10
R,T7A23,T6627,11,2,1,8:13,32,10
P,T7A23,T6627,11,2,2,7:33,33,11
P,T7A23,T6627,11,2,3,7:03,42,20
F,T7A23,T6627,14,2,4,6:25,30,8
K,T6627,T7A23,-14,2,NA,6:20,35,0
P,T6627,T7A23,-14,2,1,6:20,80,10
P,T6627,T7A23,-14,2,2,5:44,88,18
P,T6627,T7A23,-14,2,3,5:09,84,14
P,T7A23,T6627,20,2,1,5:01,7,7
K,T6627,T7A23,-21,2,NA,4:55,35,0
R,T6627,T7A23,-21,2,1,4:55,80,10
P,T6627,T7A23,-21,2,2,4:20,79,9
P,T6627,T7A23,-21,2,3,4:16,79,9
PP,T6627,T7A23,-21,2,4,4:10,79,9
R,T7A23,T6627,21,2,1,3:58,47,10
R,T7A23,T6627,21,2,2,3:21,45,8
P,T7A23,T6627,21,2,3,2:44,48,11
PP,T7A23,T6627,21,2,4,2:38,48,11
P,T6627,T7A23,-21,2,1,2:26,80,10
R,T6627,T7A23,-21,2,2,2:17,73,3
P,T6627,T7A23,-21,2,1,2:00,69,10
R,T6627,T7A23,-21,2,2,1:57,69,10
P,T6627,T7A23,-21,2,3,1:24,66,7
P,T6627,T7A23,-21,2,1,1:03,48,10
P,T6627,T7A23,-21,2,1,0:55,35,10
R,T6627,T7A23,-21,2,1,0:47,17,10
P,T6627,T7A23,-21,2,2,0:24,13,6
P,T6627,T7A23,-21,2,3,0:20,16,9
F,T6627,T7A23,-18,2,4,0:13,16,9
K,T7A23,T6627,18,2,NA,0:09,35,0
QK,T7A23,T6627,18,2,1,0:09,80,10
K,T6627,T7A23,-18,3,NA,15:00,35,0
P,T6627,T7A23,-18,3,1,15:00,80,10
P,T6627,T7A23,-18,3,1,14:39,64,10
R,T6627,T7A23,-18,3,2,14:27,64,10
P,T6627,T7A23,-18,3,3,13:53,57,3
PP,T6627,T7A23,-18,3,4,13:46,57,3
R,T7A23,T6627,18,3,1,13:36,80,10
P,T7A23,T6627,18,3,2,13:03,80,10
R,T7A23,T6627,18,3,3,12:23,71,1
PP,T7A23,T6627,18,3,4,11:56,71,1
R,T6627,T7A23,-18,3,1,11:46,82,10
P,T6627,T7A23,-18,3,2,11:12,80,8
P,T6627,T7A23,-18,3,3,11:07,80,8
PP,T6627,T7A23,-18,3,4,11:01,80,8
P,T7A23,T6627,18,3,1,10:47,52,10
R,T7A23,T6627,18,3,2,10:35,52,10
R,T7A23,T6627,18,3,3,9:28,43,1
P,T7A23,T6627,18,3,1,9:02,40,10
P,T7A23,T6627,18,3,2,8:55,40,10
R,T7A23,T6627,18,3,3,8:50,40,10
PP,T7A23,T6627,18,3,4,8:25,37,7
P,T6627,T7A23,-18,3,1,8:14,80,10
R,T6627,T7A23,-18,3,1,7:46,65,10
P,T6627,T7A23,-18,3,1,7:34,52,10
R,T6627,T7A23,-18,3,1,6:59,20,10
P,T6627,T7A23,-18,3,2,6:28,16,6
P,T6627,T7A23,-18,3,3,6:12,11,1
R,T6627,T7A23,-18,3,4,6:09,11,1
R,T7A23,T6627,18,3,1,6:03,89,10
R,T7A23,T6627,18,3,1,5:26,76,10
P,T7A23,T6627,18,3,1,4:49,65,10
P,T7A23,T6627,18,3,2,4:42,65,10
P,T7A23,T6627,18,3,3,3:56,63,8
PP,T7A23,T6627,18,3,4,3:21,64,9
P,T6627,T7A23,-18,3,1,3:05,89,10
P,T6627,T7A23,-18,3,2,2:34,82,3
R,T6627,T7A23,-18,3,1,2:07,68,10
P,T6627,T7A23,-18,3,2,1:14,71,13
P,T6627,T7A23,-18,3,3,0:29,62,4
PP,T6627,T7A23,-18,4,4,15:00,71,13
R,T7A23,T6627,18,4,1,14:45,71,10
R,T7A23,T6627,18,4,2,14:09,70,9
R,T7A23,T6627,18,4,1,13:29,59,10
P,T7A23,T6627,18,4,2,12:49,60,11
R,T7A23,T6627,18,4,1,12:14,44,10
P,T7A23,T6627,18,4,2,11:31,43,9
P,T7A23,T6627,18,4,3,10:43,53,19
PP,T7A23,T6627,18,4,4,10:04,47,13
R,T6627,T7A23,-18,4,1,9:52,93,10
R,T6627,T7A23,-18,4,2,9:35,84,1
P,T6627,T7A23,-18,4,1,9:16,80,10
P,T6627,T7A23,-18,4,2,9:07,92,22
R,T6627,T7A23,-18,4,3,8:57,92,22
PP,T6627,T7A23,-18,4,4,8:30,91,21
R,T7A23,T6627,18,4,1,8:13,41,10
P,T7A23,T6627,18,4,2,7:42,38,7
P,T7A23,T6627,18,4,3,7:01,32,1
F,T7A23,T6627,18,4,4,6:16,32,1
P,T6627,T7A23,-18,4,1,6:10,59,10
P,T6627,T7A23,-18,4,2,5:51,51,2
P,T6627,T7A23,-18,4,1,5:34,37,10
P,T6627,T7A23,-18,4,2,5:29,37,10
P,T6627,T7A23,-18,4,1,4:54,10,10
P,T6627,T7A23,-12,4,2,4:16,8,8
P,T6627,T7A23,-10,4,NA,4:07,15,0
K,T7A23,T6627,10,4,NA,4:07,35,0
R,T7A23,T6627,10,4,1,4:07,80,10
P,T7A23,T6627,10,4,2,3:26,76,6
P,T7A23,T6627,10,4,3,3:21,76,6
R,T7A23,T6627,10,4,1,3:15,65,10
R,T7A23,T6627,10,4,2,3:12,66,11
R,T7A23,T6627,10,4,3,3:06,64,9
PP,T7A23,T6627,10,4,4,2:55,56,1
P,T6627,T7A23,-10,4,1,2:47,82,15
P,T6627,T7A23,-10,4,2,2:17,89,22
R,T6627,T7A23,-10,4,3,2:10,72,5
P,T6627,T7A23,-10,4,1,2:00,66,10
P,T6627,T7A23,-10,4,2,1:54,66,10
P,T6627,T7A23,-10,4,1,1:47,46,10
P,T6627,T7A23,-10,4,1,1:42,29,10
P,T6627,T7A23,-10,4,2,1:38,29,10
P,T6627,T7A23,-10,4,3,1:33,29,10
F,T6627,T7A23,-7,4,4,1:28,29,10
OK,T7A23,T6627,7,4,NA,1:23,35,0
QK,T7A23,T6627,7,4,1,1:22,50,10
QK,T7A23,T6627,7,4,2,0:40,51,11
K,TB3FC,T7C49,0,1,NA,15:00,35,0
R,TB3FC,T7C49,0,1,1,15:00,80,10
R,TB3FC,T7C49,0,1,2,14:24,77,7
P,TB3FC,T7C49,0,1,3,13:42,73,3
R,TB3FC,T7C49,0,1,1,13:05,51,10
P,TB3FC,T7C49,0,1,2,12:27,51,10
P,TB3FC,T7C49,0,1,3,11:50,46,5
PP,TB3FC,T7C49,0,1,4,11:44,46,5
P,T7C49,TB3FC,0,1,1,11:36,91,10
R,T7C49,TB3FC,0,1,2,11:29,91,10
R,T7C49,TB3FC,0,1,3,10:45,90,9
R,T7C49,TB3FC,0,1,1,9:56,81,10
P,T7C49,TB3FC,0,1,2,9:56,80,9
P,T7C49,TB3FC,0,1,3,9:56,72,1
R,T7C49,TB3FC,0,1,1,7:52,61,10
R,T7C49,TB3FC,0,1,2,7:26,60,9
R,T7C49,TB3FC,0,1,3,6:56,52,1
P,T7C49,TB3FC,0,1,1,6:20,51,10
P,T7C49,TB3FC,0,1,2,5:38,49,8
P,T7C49,TB3FC,0,1,3,4:51,43,2
R,T7C49,TB3FC,0,1,1,3:59,21,10
R,T7C49,TB3FC,0,1,2,3:03,12,1
P,T7C49,TB3FC,0,1,1,2:22,14,14
P,T7C49,TB3FC,0,1,2,1:52,14,14
R,T7C49,TB3FC,0,1,3,1:49,14,14
R,TB3FC,T7C49,0,1,1,1:37,65,10
R,TB3FC,T7C49,0,1,1,1:05,54,10
R,TB3FC,T7C49,0,1,2,0:26,52,8
R,TB3FC,T7C49,0,2,3,15:00,46,2
R,TB3FC,T7C49,0,2,4,14:24,45,1
R,T7C49,TB3FC,0,2,1,14:15,55,10
P,T7C49,TB3FC,0,2,2,13:32,58,13
R,T7C49,TB3FC,0,2,1,12:55,45,10
R,T7C49,TB3FC,0,2,2,12:17,39,4
P,T7C49,TB3FC,6,2,3,11:08,54,19
K,TB3FC,T7C49,-7,2,NA,11:01,35,0
P,TB3FC,T7C49,-7,2,1,11:01,80,10
P,TB3FC,T7C49,-7,2,2,10:56,80,10
P,TB3FC,T7C49,-7,2,3,10:49,80,10
P,TB3FC,T7C49,-7,2,1,10:07,37,10
P,TB3FC,T7C49,-7,2,1,9:53,9,9
R,TB3FC,T7C49,-1,2,1,9:46,10,10
K,T7C49,TB3FC,0,2,NA,9:41,35,0
R,T7C49,TB3FC,0,2,1,9:41,80,10
R,T7C49,TB3FC,0,2,2,8:58,82,12
R,T7C49,TB3FC,0,2,3,8:01,86,16
PP,T7C49,TB3FC,0,2,4,7:30,82,12
P,TB3FC,T7C49,0,2,1,7:19,77,10
R,TB3FC,T7C49,0,2,2,7:16,77,10
R,TB3FC,T7C49,0,2,3,6:36,74,7
PP,TB3FC,T7C49,0,2,4,6:05,97,30
P,T7C49,TB3FC,0,2,1,5:54,35,10
R,T7C49,TB3FC,0,2,2,5:52,35,10
P,T7C49,TB3FC,0,2,3,5:09,35,10
P,T7C49,TB3FC,0,2,1,4:41,24,10
R,T7C49,TB3FC,0,2,1,4:13,9,9
P,T7C49,TB3FC,0,2,2,3:37,5,5
R,T7C49,TB3FC,0,2,3,3:29,10,10
F,T7C49,TB3FC,3,2,4,3:29,7,7
K,TB3FC,T7C49,-3,2,NA,2:46,35,0
P,TB3FC,T7C49,-3,2,1,2:39,72,10
P,TB3FC,T7C49,-3,2,1,2:13,61,10
P,TB3FC,T7C49,-3,2,2,2:00,53,2
P,TB3FC,T7C49,-3,2,1,1:30,42,10
P,TB3FC,T7C49,-3,2,2,1:25,33,1
P,TB3FC,T7C49,-3,2,1,1:02,27,10
P,TB3FC,T7C49,-3,2,2,0:56,22,5
R,TB3FC,T7C49,-3,2,3,0:49,22,5
P,TB3FC,T7C49,3,2,1,0:49,15,10
K,T7C49,TB3FC,-4,2,NA,0:26,35,0
R,T7C49,TB3FC,-4,2,1,0:26,80,10
K,T7C49,TB3FC,-4,3,NA,15:00,35,0
P,T7C49,TB3FC,-4,3,1,14:56,91,10
R,T7C49,TB3FC,-4,3,2,14:23,85,4
R,T7C49,TB3FC,-4,3,1,13:49,77,10
P,T7C49,TB3FC,-4,3,2,13:10,75,8
P,T7C49,TB3FC,-4,3,3,13:04,75,8
R,T7C49,TB3FC,-4,3,1,12:26,66,10
R,T7C49,TB3FC,-4,3,2,11:38,71,15
P,T7C49,TB3FC,-4,3,3,10:52,63,7
R,TB3FC,T7C49,4,3,1,10:42,28,10
R,TB3FC,T7C49,4,3,2,10:08,23,5
